tag,count,Price,Percent_change_1h,Market_cap_usd,Time
#bitcoin,39,7521.47998046875,-0.4099999964237213,128430964736.0,00:59
#tron,8,0.059653300791978836,-0.009999999776482582,3922091776.0,00:59
#ethereum,8,594.3740234375,-0.7200000286102295,59360968704.0,00:59
#ripple,5,0.6689209938049316,-1.149999976158142,26249480192.0,00:59
#eos,3,13.716400146484375,-0.4399999976158142,12291944448.0,00:59
#cardano,1,0.21502700448036194,-0.7900000214576721,5575020032.0,00:59
#bitcoin,45,7521.1201171875,-0.4099999964237213,128425377792.0,01:00
#ethereum,13,594.3740234375,-0.7200000286102295,59360968704.0,01:00
#ripple,4,0.6689209938049316,-1.149999976158142,26249480192.0,01:00
#eos,3,13.716400146484375,-0.4399999976158142,12291944448.0,01:00
#stellar,2,0.29311999678611755,-0.5099999904632568,5446102016.0,01:00
#tron,1,0.059653300791978836,-0.009999999776482582,3922091776.0,01:00
#litecoin,1,119.4530029296875,-0.46000000834465027,6789078016.0,01:00
#bitcoin,68,7521.1201171875,-0.4099999964237213,128425377792.0,01:01
#ethereum,27,594.3619995117188,-0.7099999785423279,59359907840.0,01:01
#ripple,10,0.6690629720687866,-0.7599999904632568,26255052800.0,01:01
#litecoin,9,119.4530029296875,-0.46000000834465027,6789078016.0,01:01
#eos,6,13.731499671936035,-0.23000000417232513,12305476608.0,01:01
#tron,4,0.05949680134654045,-0.25999999046325684,3911802368.0,01:01
#stellar,4,0.29311999678611755,-0.5099999904632568,5446102016.0,01:01
#cardano,2,0.21561400592327118,-0.5199999809265137,5590239232.0,01:01
#iota,1,1.7314599752426147,-0.5,4812645376.0,01:01
#bitcoin,74,7521.1201171875,-0.4099999964237213,128425377792.0,01:02
#ethereum,29,594.3619995117188,-0.7099999785423279,59359907840.0,01:02
#tron,11,0.05949680134654045,-0.25999999046325684,3911802368.0,01:02
#ripple,10,0.6690629720687866,-0.7599999904632568,26255052800.0,01:02
#litecoin,9,119.4530029296875,-0.46000000834465027,6789078016.0,01:02
#eos,6,13.731499671936035,-0.23000000417232513,12305476608.0,01:02
#cardano,2,0.21561400592327118,-0.5199999809265137,5590239232.0,01:02
#stellar,2,0.29311999678611755,-0.5099999904632568,5446102016.0,01:02
#iota,2,1.7314599752426147,-0.5,4812645376.0,01:02
#bitcoin,41,7521.1201171875,-0.4099999964237213,128425377792.0,01:03
#ethereum,19,594.3619995117188,-0.7099999785423279,59359907840.0,01:03
#tron,13,0.05949680134654045,-0.25999999046325684,3911802368.0,01:03
#ripple,6,0.6690629720687866,-0.7599999904632568,26255052800.0,01:03
#eos,3,13.731499671936035,-0.23000000417232513,12305476608.0,01:03
#litecoin,3,119.4530029296875,-0.46000000834465027,6789078016.0,01:03
#iota,1,1.7314599752426147,-0.5,4812645376.0,01:03
#bitcoin,57,7521.1201171875,-0.4099999964237213,128425377792.0,01:04
#ethereum,32,594.3619995117188,-0.7099999785423279,59359907840.0,01:04
#tron,9,0.05949680134654045,-0.25999999046325684,3911802368.0,01:04
#ripple,5,0.6690629720687866,-0.7599999904632568,26255052800.0,01:04
#eos,4,13.731499671936035,-0.23000000417232513,12305476608.0,01:04
#litecoin,3,119.4530029296875,-0.46000000834465027,6789078016.0,01:04
#bitcoin,45,7527.35009765625,-0.3199999928474426,128531759104.0,01:06
#ethereum,14,594.114013671875,-0.699999988079071,59335139328.0,01:06
#tron,10,0.059477198868989944,-0.23999999463558197,3910513664.0,01:06
#eos,5,13.678899765014648,-0.6200000047683716,12258338816.0,01:06
#ripple,2,0.6680269837379456,-0.6299999952316284,26214397952.0,01:06
#cardano,2,0.21503299474716187,-0.7400000095367432,5575175680.0,01:06
#stellar,1,0.29273200035095215,-0.6800000071525574,5438893056.0,01:06
#iota,1,1.7307000160217285,-0.27000001072883606,4810532864.0,01:06
#litecoin,1,119.43199920654297,-0.46000000834465027,6787884544.0,01:06
#bitcoin,40,7527.35009765625,-0.3199999928474426,128531759104.0,01:07
#ethereum,22,594.114013671875,-0.699999988079071,59335139328.0,01:07
#tron,11,0.059477198868989944,-0.23999999463558197,3910513664.0,01:07
#ripple,3,0.6680269837379456,-0.6299999952316284,26214397952.0,01:07
#stellar,2,0.29273200035095215,-0.6800000071525574,5438893056.0,01:07
#eos,1,13.678899765014648,-0.6200000047683716,12258338816.0,01:07
#cardano,1,0.21503299474716187,-0.7400000095367432,5575175680.0,01:07
#iota,1,1.7307000160217285,-0.27000001072883606,4810532864.0,01:07
#litecoin,1,119.43199920654297,-0.46000000834465027,6787884544.0,01:07
#bitcoin,30,7527.35009765625,-0.3199999928474426,128531759104.0,01:08
#ethereum,16,594.114013671875,-0.699999988079071,59335139328.0,01:08
#tron,8,0.059477198868989944,-0.23999999463558197,3910513664.0,01:08
#litecoin,3,119.43199920654297,-0.46000000834465027,6787884544.0,01:08
#ripple,1,0.6680269837379456,-0.6299999952316284,26214397952.0,01:08
#stellar,1,0.29273200035095215,-0.6800000071525574,5438893056.0,01:08
#bitcoin,21,7527.35009765625,-0.3199999928474426,128531759104.0,01:09
#tron,9,0.059477198868989944,-0.23999999463558197,3910513664.0,01:09
#ethereum,8,594.114013671875,-0.699999988079071,59335139328.0,01:09
#litecoin,5,119.43199920654297,-0.46000000834465027,6787884544.0,01:09
#ripple,1,0.6680269837379456,-0.6299999952316284,26214397952.0,01:09
#bitcoin,26,7527.35009765625,-0.3199999928474426,128531759104.0,01:10
#tron,14,0.059477198868989944,-0.23999999463558197,3910513664.0,01:10
#ethereum,14,594.114013671875,-0.699999988079071,59335139328.0,01:10
#ripple,2,0.6680269837379456,-0.6299999952316284,26214397952.0,01:10
#litecoin,2,119.43199920654297,-0.46000000834465027,6787884544.0,01:10
#eos,1,13.678899765014648,-0.6200000047683716,12258338816.0,01:10
#iota,1,1.7307000160217285,-0.27000001072883606,4810532864.0,01:10
#bitcoin,35,7525.31005859375,-0.25999999046325684,128496926720.0,01:11
#tron,13,0.059303298592567444,-0.4000000059604645,3899079936.0,01:11
#ethereum,11,593.6530151367188,-0.6299999952316284,59289100288.0,01:11
#eos,4,13.60509967803955,-1.0199999809265137,12192203776.0,01:11
#ripple,3,0.6626139879226685,-1.2100000381469727,26001983488.0,01:11
#iota,1,1.723099946975708,-0.5699999928474426,4789408768.0,01:11
#bitcoin,32,7525.31005859375,-0.25999999046325684,128496926720.0,01:12
#tron,10,0.059303298592567444,-0.4000000059604645,3899079936.0,01:12
#ethereum,10,593.6530151367188,-0.6299999952316284,59289100288.0,01:12
#ripple,9,0.6626139879226685,-1.2100000381469727,26001983488.0,01:12
#eos,3,13.60509967803955,-1.0199999809265137,12192203776.0,01:12
#litecoin,2,119.69300079345703,-0.1599999964237213,6802718720.0,01:12
#bitcoin,35,7525.31005859375,-0.25999999046325684,128496926720.0,01:13
#ethereum,17,593.6530151367188,-0.6299999952316284,59289100288.0,01:13
#tron,13,0.059303298592567444,-0.4000000059604645,3899079936.0,01:13
#ripple,9,0.6626139879226685,-1.2100000381469727,26001983488.0,01:13
#litecoin,2,119.69300079345703,-0.1599999964237213,6802718720.0,01:13
#eos,1,13.60509967803955,-1.0199999809265137,12192203776.0,01:13
#iota,1,1.723099946975708,-0.5699999928474426,4789408768.0,01:13
#bitcoin,39,7525.31005859375,-0.25999999046325684,128496926720.0,01:14
#ethereum,16,593.6530151367188,-0.6299999952316284,59289100288.0,01:14
#tron,13,0.059303298592567444,-0.4000000059604645,3899079936.0,01:14
#ripple,7,0.6626139879226685,-1.2100000381469727,26001983488.0,01:14
#eos,2,13.60509967803955,-1.0199999809265137,12192203776.0,01:14
#iota,2,1.723099946975708,-0.5699999928474426,4789408768.0,01:14
#stellar,1,0.293628990650177,-0.4000000059604645,5455559168.0,01:14
#bitcoin,36,7525.31005859375,-0.25999999046325684,128496926720.0,01:15
#ethereum,14,593.6530151367188,-0.6299999952316284,59289100288.0,01:15
#tron,10,0.059303298592567444,-0.4000000059604645,3899079936.0,01:15
#ripple,10,0.6626139879226685,-1.2100000381469727,26001983488.0,01:15
#iota,3,1.723099946975708,-0.5699999928474426,4789408768.0,01:15
#eos,2,13.60509967803955,-1.0199999809265137,12192203776.0,01:15
#stellar,1,0.293628990650177,-0.4000000059604645,5455559168.0,01:15
#bitcoin,50,7508.009765625,-0.49000000953674316,128201523200.0,01:16
#ethereum,15,592.843994140625,-0.7300000190734863,59208302592.0,01:16
#tron,9,0.05928250029683113,-0.4000000059604645,3897712384.0,01:16
#ripple,8,0.6608920097351074,-1.309999942779541,25934409728.0,01:16
#eos,2,13.56659984588623,-1.0499999523162842,12157702144.0,01:16
#iota,2,1.7189899682998657,-0.7699999809265137,4777984512.0,01:16
#litecoin,1,119.27400207519531,-0.5099999904632568,6778904576.0,01:16
#bitcoin,52,7508.009765625,-0.49000000953674316,128201523200.0,01:17
#ethereum,16,592.843994140625,-0.7300000190734863,59208302592.0,01:17
#tron,13,0.05928250029683113,-0.4000000059604645,3897712384.0,01:17
#ripple,6,0.6608920097351074,-1.309999942779541,25934409728.0,01:17
#eos,2,13.56659984588623,-1.0499999523162842,12157702144.0,01:17
#iota,1,1.7189899682998657,-0.7699999809265137,4777984512.0,01:17
#litecoin,1,119.27400207519531,-0.5099999904632568,6778904576.0,01:17
#bitcoin,45,7508.009765625,-0.49000000953674316,128201523200.0,01:18
#ethereum,14,592.843994140625,-0.7300000190734863,59208302592.0,01:18
#tron,13,0.05928250029683113,-0.4000000059604645,3897712384.0,01:18
#ripple,3,0.6608920097351074,-1.309999942779541,25934409728.0,01:18
#eos,3,13.56659984588623,-1.0499999523162842,12157702144.0,01:18
#iota,1,1.7189899682998657,-0.7699999809265137,4777984512.0,01:18
#litecoin,1,119.27400207519531,-0.5099999904632568,6778904576.0,01:18
#bitcoin,44,7508.009765625,-0.49000000953674316,128201523200.0,01:19
#tron,12,0.05928250029683113,-0.4000000059604645,3897712384.0,01:19
#ethereum,8,592.843994140625,-0.7300000190734863,59208302592.0,01:19
#eos,3,13.56659984588623,-1.0499999523162842,12157702144.0,01:19
#ripple,2,0.6608920097351074,-1.309999942779541,25934409728.0,01:19
#iota,1,1.7189899682998657,-0.7699999809265137,4777984512.0,01:19
#litecoin,1,119.27400207519531,-0.5099999904632568,6778904576.0,01:19
#bitcoin,52,7508.009765625,-0.49000000953674316,128201523200.0,01:20
#tron,16,0.05928250029683113,-0.4000000059604645,3897712384.0,01:20
#ethereum,6,592.843994140625,-0.7300000190734863,59208302592.0,01:20
#ripple,3,0.6608920097351074,-1.309999942779541,25934409728.0,01:20
#litecoin,2,119.27400207519531,-0.5099999904632568,6778904576.0,01:20
#eos,1,13.56659984588623,-1.0499999523162842,12157702144.0,01:20
#iota,1,1.7189899682998657,-0.7699999809265137,4777984512.0,01:20
#bitcoin,57,7508.5498046875,-0.36000001430511475,128210747392.0,01:21
#tron,17,0.05905019864439964,-0.7099999785423279,3882439168.0,01:21
#ethereum,10,592.27099609375,-0.6899999976158142,59151241216.0,01:21
#ripple,5,0.6599640250205994,-1.2999999523162842,25897994240.0,01:21
#litecoin,4,119.33699798583984,-0.38999998569488525,6782512128.0,01:21
#stellar,1,0.29168400168418884,-0.9700000286102295,5419423232.0,01:21
#bitcoin,42,7508.5498046875,-0.36000001430511475,128210747392.0,01:22
#tron,20,0.05905019864439964,-0.7099999785423279,3882439168.0,01:22
#ethereum,14,592.27099609375,-0.6899999976158142,59151241216.0,01:22
#ripple,6,0.6599640250205994,-1.2999999523162842,25897994240.0,01:22
#litecoin,3,119.33699798583984,-0.38999998569488525,6782512128.0,01:22
#eos,2,13.529600143432617,-1.1799999475479126,12124544000.0,01:22
#stellar,2,0.29168400168418884,-0.9700000286102295,5419423232.0,01:22
#cardano,1,0.21394699811935425,-0.9100000262260437,5547018752.0,01:22
#bitcoin,28,7508.5498046875,-0.36000001430511475,128210747392.0,01:24
#ethereum,13,592.27099609375,-0.6899999976158142,59151241216.0,01:24
#tron,7,0.05905019864439964,-0.7099999785423279,3882439168.0,01:24
#litecoin,4,119.33699798583984,-0.38999998569488525,6782512128.0,01:24
#ripple,3,0.6599640250205994,-1.2999999523162842,25897994240.0,01:24
#eos,1,13.529600143432617,-1.1799999475479126,12124544000.0,01:24
#bitcoin,37,7508.5498046875,-0.36000001430511475,128210747392.0,01:25
#ethereum,15,592.27099609375,-0.6899999976158142,59151241216.0,01:25
#tron,10,0.05905019864439964,-0.7099999785423279,3882439168.0,01:25
#litecoin,4,119.33699798583984,-0.38999998569488525,6782512128.0,01:25
#ripple,2,0.6599640250205994,-1.2999999523162842,25897994240.0,01:25
#eos,1,13.529600143432617,-1.1799999475479126,12124544000.0,01:25
#bitcoin,36,7504.080078125,-0.33000001311302185,128134414336.0,01:26
#ethereum,13,590.7890014648438,-0.8299999833106995,59003228160.0,01:26
#tron,8,0.05920099839568138,-0.4099999964237213,3892354048.0,01:26
#ripple,6,0.6575750112533569,-1.5399999618530273,25804247040.0,01:26
#eos,2,13.518799781799316,-1.2599999904632568,12114866176.0,01:26
#bitcoin,27,7504.080078125,-0.33000001311302185,128134414336.0,01:27
#ethereum,13,590.7890014648438,-0.8299999833106995,59003228160.0,01:27
#tron,8,0.05920099839568138,-0.4099999964237213,3892354048.0,01:27
#ripple,4,0.6575750112533569,-1.5399999618530273,25804247040.0,01:27
#eos,2,13.518799781799316,-1.2599999904632568,12114866176.0,01:27
#cardano,1,0.21345199644565582,-0.9800000190734863,5534184960.0,01:27
#iota,1,1.7050399780273438,-1.4500000476837158,4739210240.0,01:27
#bitcoin,28,7504.080078125,-0.33000001311302185,128134414336.0,01:28
#tron,13,0.05920099839568138,-0.4099999964237213,3892354048.0,01:28
#ethereum,10,590.7890014648438,-0.8299999833106995,59003228160.0,01:28
#ripple,1,0.6575750112533569,-1.5399999618530273,25804247040.0,01:28
#iota,1,1.7050399780273438,-1.4500000476837158,4739210240.0,01:28
#cardano,1,0.21345199644565582,-0.9800000190734863,5534184960.0,01:28
#bitcoin,31,7504.080078125,-0.33000001311302185,128134414336.0,01:29
#ethereum,14,590.7890014648438,-0.8299999833106995,59003228160.0,01:29
#tron,9,0.05920099839568138,-0.4099999964237213,3892354048.0,01:29
#ripple,2,0.6588870286941528,-1.309999942779541,25855731712.0,01:29
#bitcoin,35,7493.8798828125,-0.4300000071525574,127960252416.0,01:30
#ethereum,19,590.8330078125,-0.75,59007623168.0,01:30
#tron,6,0.05920419842004776,-0.4300000071525574,3892564224.0,01:30
#eos,3,13.522600173950195,-1.1399999856948853,12118270976.0,01:30
#ripple,2,0.6588870286941528,-1.309999942779541,25855731712.0,01:30
#iota,1,1.7074999809265137,-1.2599999904632568,4746048000.0,01:30
#litecoin,1,119.5270004272461,-0.15000000596046448,6793310720.0,01:30
#bitcoin,47,7493.8798828125,-0.4300000071525574,127960252416.0,01:31
#tron,16,0.05920419842004776,-0.4300000071525574,3892564224.0,01:31
#ethereum,15,590.8330078125,-0.75,59007623168.0,01:31
#eos,5,13.522600173950195,-1.1399999856948853,12118270976.0,01:31
#ripple,4,0.6588870286941528,-1.309999942779541,25855731712.0,01:31
#litecoin,4,119.5270004272461,-0.15000000596046448,6793310720.0,01:31
#cardano,1,0.21335899829864502,-0.8700000047683716,5531773952.0,01:31
#iota,1,1.7074999809265137,-1.2599999904632568,4746048000.0,01:31
#bitcoin,42,7493.8798828125,-0.4300000071525574,127960252416.0,01:32
#tron,12,0.05920419842004776,-0.4300000071525574,3892564224.0,01:32
#ethereum,11,590.8330078125,-0.75,59007623168.0,01:32
#ripple,5,0.6588870286941528,-1.309999942779541,25855731712.0,01:32
#eos,5,13.522600173950195,-1.1399999856948853,12118270976.0,01:32
#litecoin,5,119.5270004272461,-0.15000000596046448,6793310720.0,01:32
#cardano,1,0.21335899829864502,-0.8700000047683716,5531773952.0,01:32
#stellar,1,0.2915300130844116,-0.8700000047683716,5416561664.0,01:32
#iota,1,1.7074999809265137,-1.2599999904632568,4746048000.0,01:32
#bitcoin,34,7493.8798828125,-0.4300000071525574,127960252416.0,01:33
#ethereum,7,590.8330078125,-0.75,59007623168.0,01:33
#tron,5,0.05920419842004776,-0.4300000071525574,3892564224.0,01:33
#eos,4,13.522600173950195,-1.1399999856948853,12118270976.0,01:33
#ripple,3,0.6588870286941528,-1.309999942779541,25855731712.0,01:33
#litecoin,3,119.5270004272461,-0.15000000596046448,6793310720.0,01:33
#stellar,1,0.2915300130844116,-0.8700000047683716,5416561664.0,01:33
#iota,1,1.7074999809265137,-1.2599999904632568,4746048000.0,01:33
#bitcoin,35,7493.8798828125,-0.4300000071525574,127960252416.0,01:34
#ethereum,8,590.8330078125,-0.75,59007623168.0,01:34
#tron,7,0.05920419842004776,-0.4300000071525574,3892564224.0,01:34
#eos,6,13.522600173950195,-1.1399999856948853,12118270976.0,01:34
#ripple,3,0.6588870286941528,-1.309999942779541,25855731712.0,01:34
#stellar,1,0.2922849953174591,-0.47999998927116394,5430589440.0,01:34
#litecoin,1,119.47599792480469,-0.12999999523162842,6790412288.0,01:34
#bitcoin,29,7496.89990234375,-0.36000001430511475,128011812864.0,01:35
#ethereum,9,589.8419799804688,-0.8299999833106995,58908651520.0,01:35
#tron,7,0.05920330062508583,-0.4399999976158142,3892505088.0,01:35
#eos,7,13.502900123596191,-1.2799999713897705,12100617216.0,01:35
#ripple,4,0.657925009727478,-1.5399999618530273,25817980928.0,01:35
#stellar,1,0.2922849953174591,-0.47999998927116394,5430589440.0,01:35
#litecoin,1,119.47599792480469,-0.12999999523162842,6790412288.0,01:35
#iota,1,1.7088600397109985,-1.159999966621399,4749828096.0,01:35
#bitcoin,32,7496.89990234375,-0.36000001430511475,128011812864.0,01:36
#tron,11,0.05920330062508583,-0.4399999976158142,3892505088.0,01:36
#ethereum,9,589.8419799804688,-0.8299999833106995,58908651520.0,01:36
#ripple,4,0.657925009727478,-1.5399999618530273,25817980928.0,01:36
#eos,3,13.502900123596191,-1.2799999713897705,12100617216.0,01:36
#iota,2,1.7088600397109985,-1.159999966621399,4749828096.0,01:36
#stellar,2,0.2922849953174591,-0.47999998927116394,5430589440.0,01:36
#litecoin,2,119.47599792480469,-0.12999999523162842,6790412288.0,01:36
#cardano,1,0.2135230004787445,-0.7400000095367432,5536026112.0,01:36
#bitcoin,32,7496.89990234375,-0.36000001430511475,128011812864.0,01:37
#ethereum,9,589.8419799804688,-0.8299999833106995,58908651520.0,01:37
#tron,9,0.05920330062508583,-0.4399999976158142,3892505088.0,01:37
#ripple,5,0.657925009727478,-1.5399999618530273,25817980928.0,01:37
#eos,3,13.502900123596191,-1.2799999713897705,12100617216.0,01:37
#litecoin,2,119.47599792480469,-0.12999999523162842,6790412288.0,01:37
#stellar,2,0.2922849953174591,-0.47999998927116394,5430589440.0,01:37
#cardano,1,0.2135230004787445,-0.7400000095367432,5536026112.0,01:37
#iota,1,1.7088600397109985,-1.159999966621399,4749828096.0,01:37
#bitcoin,27,7496.89990234375,-0.36000001430511475,128011812864.0,01:38
#tron,9,0.05920330062508583,-0.4399999976158142,3892505088.0,01:38
#ethereum,7,589.8419799804688,-0.8299999833106995,58908651520.0,01:38
#ripple,4,0.657925009727478,-1.5399999618530273,25817980928.0,01:38
#eos,2,13.502900123596191,-1.2799999713897705,12100617216.0,01:38
#iota,1,1.7088600397109985,-1.159999966621399,4749828096.0,01:38
#litecoin,1,119.47599792480469,-0.12999999523162842,6790412288.0,01:38
#bitcoin,29,7496.89990234375,-0.36000001430511475,128011812864.0,01:39
#tron,13,0.05920330062508583,-0.4399999976158142,3892505088.0,01:39
#ethereum,7,589.8419799804688,-0.8299999833106995,58908651520.0,01:39
#iota,3,1.7088600397109985,-1.159999966621399,4749828096.0,01:39
#ripple,2,0.6572840213775635,-1.649999976158142,25792827392.0,01:39
#litecoin,1,119.32499694824219,-0.25,6781848064.0,01:39
#bitcoin,34,7493.7099609375,-0.3799999952316284,127957622784.0,01:40
#tron,7,0.05902459844946861,-0.800000011920929,3880755968.0,01:40
#ethereum,7,590.1610107421875,-0.7799999713897705,58940665856.0,01:40
#litecoin,6,119.32499694824219,-0.25,6781848064.0,01:40
#ripple,4,0.6572840213775635,-1.649999976158142,25792827392.0,01:40
#iota,2,1.7064100503921509,-1.3200000524520874,4743018496.0,01:40
#eos,1,13.475000381469727,-1.5499999523162842,12075614208.0,01:40
#bitcoin,27,7493.7099609375,-0.3799999952316284,127957622784.0,01:42
#ethereum,6,590.1610107421875,-0.7799999713897705,58940665856.0,01:42
#ripple,5,0.6572840213775635,-1.649999976158142,25792827392.0,01:42
#tron,5,0.05902459844946861,-0.800000011920929,3880755968.0,01:42
#eos,4,13.475000381469727,-1.5499999523162842,12075614208.0,01:42
#litecoin,1,119.32499694824219,-0.25,6781848064.0,01:42
#bitcoin,27,7493.7099609375,-0.3799999952316284,127957622784.0,01:43
#ethereum,7,590.1610107421875,-0.7799999713897705,58940665856.0,01:43
#tron,4,0.05902459844946861,-0.800000011920929,3880755968.0,01:43
#litecoin,2,119.32499694824219,-0.25,6781848064.0,01:43
#ripple,2,0.6572840213775635,-1.649999976158142,25792827392.0,01:43
#eos,1,13.475000381469727,-1.5499999523162842,12075614208.0,01:43
#bitcoin,30,7493.7099609375,-0.3799999952316284,127957622784.0,01:44
#ethereum,11,590.1610107421875,-0.7799999713897705,58940665856.0,01:44
#tron,3,0.05902459844946861,-0.800000011920929,3880755968.0,01:44
#litecoin,2,119.32499694824219,-0.25,6781848064.0,01:44
#eos,1,13.475000381469727,-1.5499999523162842,12075614208.0,01:44
#stellar,1,0.29227399826049805,-0.47999998927116394,5430386688.0,01:44
#cardano,1,0.21324099600315094,-0.8199999928474426,5528714240.0,01:44
#iota,1,1.7064100503921509,-1.3200000524520874,4743018496.0,01:44
#bitcoin,24,7493.7099609375,-0.3799999952316284,127957622784.0,01:45
#ethereum,15,590.1610107421875,-0.7799999713897705,58940665856.0,01:45
#tron,8,0.05902459844946861,-0.800000011920929,3880755968.0,01:45
#ripple,2,0.6591110229492188,-1.409999966621399,25864521728.0,01:45
#cardano,1,0.21324099600315094,-0.8199999928474426,5528714240.0,01:45
#eos,1,13.475000381469727,-1.5499999523162842,12075614208.0,01:45
#stellar,1,0.29233598709106445,-0.3400000035762787,5431538688.0,01:45
#iota,1,1.7064100503921509,-1.3200000524520874,4743018496.0,01:45
#bitcoin,28,7488.14013671875,-0.4399999976158142,127862513664.0,01:46
#ethereum,14,589.4520263671875,-0.8700000047683716,58869854208.0,01:46
#tron,11,0.059005800634622574,-0.8299999833106995,3879520000.0,01:46
#ripple,3,0.6591110229492188,-1.409999966621399,25864521728.0,01:46
#stellar,1,0.29233598709106445,-0.3400000035762787,5431538688.0,01:46
#litecoin,1,119.41699981689453,-0.15000000596046448,6787077120.0,01:46
#bitcoin,31,7488.14013671875,-0.4399999976158142,127862513664.0,01:47
#tron,12,0.059005800634622574,-0.8299999833106995,3879520000.0,01:47
#ethereum,8,589.4520263671875,-0.8700000047683716,58869854208.0,01:47
#eos,3,13.491100311279297,-1.4900000095367432,12090042368.0,01:47
#ripple,2,0.6591110229492188,-1.409999966621399,25864521728.0,01:47
#iota,2,1.710070013999939,-1.1399999856948853,4753191424.0,01:47
#stellar,1,0.29233598709106445,-0.3400000035762787,5431538688.0,01:47
#litecoin,1,119.41699981689453,-0.15000000596046448,6787077120.0,01:47
#bitcoin,28,7488.14013671875,-0.4399999976158142,127862513664.0,01:48
#tron,16,0.059005800634622574,-0.8299999833106995,3879520000.0,01:48
#ethereum,8,589.4520263671875,-0.8700000047683716,58869854208.0,01:48
#eos,4,13.491100311279297,-1.4900000095367432,12090042368.0,01:48
#ripple,2,0.6591110229492188,-1.409999966621399,25864521728.0,01:48
#iota,2,1.710070013999939,-1.1399999856948853,4753191424.0,01:48
#bitcoin,24,7488.14013671875,-0.4399999976158142,127862513664.0,01:49
#tron,21,0.059005800634622574,-0.8299999833106995,3879520000.0,01:49
#ethereum,15,589.4520263671875,-0.8700000047683716,58869854208.0,01:49
#ripple,4,0.6591110229492188,-1.409999966621399,25864521728.0,01:49
#eos,3,13.491100311279297,-1.4900000095367432,12090042368.0,01:49
#iota,3,1.710070013999939,-1.1399999856948853,4753191424.0,01:49
#litecoin,1,119.41699981689453,-0.15000000596046448,6787077120.0,01:49
#bitcoin,29,7493.669921875,-0.3700000047683716,127956942848.0,01:50
#tron,19,0.05910399928689003,-0.7099999785423279,3885976320.0,01:50
#ethereum,12,591.2869873046875,-0.5299999713897705,59053121536.0,01:50
#ripple,4,0.6604030132293701,-1.2200000286102295,25915222016.0,01:50
#eos,3,13.525799751281738,-1.2599999904632568,12121139200.0,01:50
#iota,3,1.7161099910736084,-0.8100000023841858,4769979904.0,01:50
#litecoin,3,119.5790023803711,0.0,6796284416.0,01:50
#stellar,2,0.29151999950408936,-0.5899999737739563,5416377856.0,01:50
#bitcoin,31,7493.669921875,-0.3700000047683716,127956942848.0,01:51
#tron,21,0.05910399928689003,-0.7099999785423279,3885976320.0,01:51
#ethereum,6,591.2869873046875,-0.5299999713897705,59053121536.0,01:51
#ripple,4,0.6604030132293701,-1.2200000286102295,25915222016.0,01:51
#eos,3,13.525799751281738,-1.2599999904632568,12121139200.0,01:51
#stellar,2,0.29151999950408936,-0.5899999737739563,5416377856.0,01:51
#litecoin,2,119.5790023803711,0.0,6796284416.0,01:51
#iota,1,1.7161099910736084,-0.8100000023841858,4769979904.0,01:51
#tron,20,0.05910399928689003,-0.7099999785423279,3885976320.0,01:52
#bitcoin,17,7493.669921875,-0.3700000047683716,127956942848.0,01:52
#ripple,6,0.6604030132293701,-1.2200000286102295,25915222016.0,01:52
#ethereum,4,591.2869873046875,-0.5299999713897705,59053121536.0,01:52
#eos,4,13.525799751281738,-1.2599999904632568,12121139200.0,01:52
#iota,1,1.7161099910736084,-0.8100000023841858,4769979904.0,01:52
#bitcoin,16,7493.669921875,-0.3700000047683716,127956942848.0,01:53
#tron,13,0.05910399928689003,-0.7099999785423279,3885976320.0,01:53
#ripple,3,0.6604030132293701,-1.2200000286102295,25915222016.0,01:53
#ethereum,2,591.2869873046875,-0.5299999713897705,59053121536.0,01:53
#eos,2,13.525799751281738,-1.2599999904632568,12121139200.0,01:53
#litecoin,1,119.5790023803711,0.0,6796284416.0,01:53
#bitcoin,20,7493.669921875,-0.3700000047683716,127956942848.0,01:54
#tron,17,0.05910399928689003,-0.7099999785423279,3885976320.0,01:54
#ethereum,8,591.2869873046875,-0.5299999713897705,59053121536.0,01:54
#eos,2,13.525799751281738,-1.2599999904632568,12121139200.0,01:54
#litecoin,2,119.75299835205078,0.14000000059604645,6806173696.0,01:54
#stellar,1,0.29239600896835327,-0.23999999463558197,5432653824.0,01:54
#bitcoin,17,7499.47998046875,-0.30000001192092896,128056147968.0,01:55
#tron,14,0.05920629948377609,-0.49000000953674316,3892702464.0,01:55
#ethereum,8,592.4400024414062,-0.30000001192092896,59168272384.0,01:55
#eos,4,13.555000305175781,-0.949999988079071,12147306496.0,01:55
#ripple,2,0.6625990271568298,-0.7599999904632568,26001395712.0,01:55
#stellar,1,0.29239600896835327,-0.23999999463558197,5432653824.0,01:55
#litecoin,1,119.75299835205078,0.14000000059604645,6806173696.0,01:55
#bitcoin,18,7499.47998046875,-0.30000001192092896,128056147968.0,01:56
#tron,9,0.05920629948377609,-0.49000000953674316,3892702464.0,01:56
#ethereum,6,592.4400024414062,-0.30000001192092896,59168272384.0,01:56
#ripple,5,0.6625990271568298,-0.7599999904632568,26001395712.0,01:56
#eos,3,13.555000305175781,-0.949999988079071,12147306496.0,01:56
#litecoin,1,119.75299835205078,0.14000000059604645,6806173696.0,01:56
#bitcoin,19,7499.47998046875,-0.30000001192092896,128056147968.0,01:57
#tron,12,0.05920629948377609,-0.49000000953674316,3892702464.0,01:57
